6.5206 	INFO 	Loaded monitor calibration from ['2025_08_12 10:43']
6.5323 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
6.9488 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
6.9489 	INFO 	OpenGL version supported by driver is 4..
6.9858 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D4B99DFB80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D4B99DFB20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D4B9AAD480>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9859 	EXP 	window1: backgroundImage = ''
6.9859 	EXP 	window1: backgroundFit = 'none'
7.4199 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.4199 	EXP 	window1: recordFrameIntervals = False
7.5573 	EXP 	window1: recordFrameIntervals = True
7.7409 	EXP 	Screen (0) actual frame rate measured at 60.03Hz
7.7410 	EXP 	window1: recordFrameIntervals = False
7.8279 	INFO 	keyboard.Keyboard is using ptb backend.
7.8280 	EXP 	orient_discrimination: status = STARTED
